Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
John Powers,28,No,Travel_Rarely,Research & Development,21,3,Medical,221,3,Male,3,Research Scientist,4,Married,2713,1,No,3,3,1,2,1,5,0,582,
Darren Sanchez,57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,223,3,Male,4,Healthcare Representative,4,Divorced,9439,3,Yes,3,2,1,2,1,5,1,264,
Keith Nguyen,27,No,Non-Travel,Research & Development,3,3,Medical,224,3,Male,2,Research Scientist,3,Divorced,2566,1,Yes,3,4,1,2,2,1,0,546,
Robin Chambers,50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,226,3,Female,3,Manager,2,Single,19926,3,No,3,2,0,5,3,5,4,905,
Michael Barnes,41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,227,1,Male,3,Research Scientist,3,Divorced,2451,4,No,3,1,1,2,3,9,1,374,
Cheryl Brown,30,No,Travel_Rarely,Sales,5,3,Life Sciences,228,2,Female,3,Sales Executive,4,Married,9419,2,No,3,3,1,2,3,10,7,1527,
Robin White,38,No,Travel_Rarely,Sales,1,4,Life Sciences,230,1,Female,2,Sales Executive,4,Single,8686,4,No,4,3,0,2,4,8,0,23,
James Robbins,32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,231,3,Male,3,Research Scientist,3,Single,3038,3,No,4,1,0,2,3,5,1,1665,
James Rodriguez,27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,233,3,Male,3,Research Scientist,2,Married,3058,0,Yes,3,4,1,3,2,5,1,1665,
Christine Peterson,19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,235,3,Female,1,Sales Representative,1,Single,2325,0,No,4,1,0,5,4,0,0,851,2023-07-28
William Dorsey,36,No,Travel_Frequently,Research & Development,3,2,Medical,238,4,Male,3,Laboratory Technician,2,Single,2088,4,No,3,3,0,3,2,8,7,1191,
Jason Bennett,30,No,Non-Travel,Research & Development,9,3,Medical,239,3,Male,3,Laboratory Technician,1,Divorced,3072,1,No,3,3,2,4,3,12,6,1786,
Nicole Valencia,45,No,Travel_Rarely,Sales,4,2,Life Sciences,240,3,Female,3,Sales Executive,1,Divorced,5006,4,Yes,3,1,1,3,4,5,0,568,
Tracy Hayes,56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,241,3,Female,3,Research Scientist,1,Divorced,4257,4,Yes,3,3,1,3,3,2,2,1191,
Eric Melendez,33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,242,3,Male,3,Research Scientist,4,Single,2500,0,No,3,1,0,2,4,3,0,259,
Scott Huynh,19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,243,2,Male,2,Laboratory Technician,4,Single,1102,1,No,4,3,0,3,2,1,1,1334,2021-10-20
Michelle Hatfield,46,No,Travel_Rarely,Sales,1,2,Marketing,244,2,Female,3,Sales Executive,1,Divorced,10453,1,No,4,3,3,2,3,24,15,1029,
Brooke Calhoun,38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,245,3,Female,3,Laboratory Technician,4,Single,2288,1,No,3,3,0,3,3,2,2,2031,
Tracy Morales,31,No,Travel_Rarely,Research & Development,12,1,Medical,246,3,Female,3,Research Scientist,4,Married,3929,8,Yes,4,3,1,0,3,4,0,1334,
Natalie Kim,34,No,Travel_Rarely,Research & Development,27,2,Medical,247,4,Female,3,Research Scientist,2,Single,2311,2,No,3,4,0,3,3,3,1,1191,
Carol White,41,Yes,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,Sales Representative,2,Single,3140,1,Yes,4,4,0,5,2,4,0,597,2021-09-01
James Phillips,50,No,Travel_Rarely,Research & Development,1,3,Medical,249,3,Male,2,Laboratory Technician,3,Married,3690,2,No,3,4,1,2,2,3,0,336,
Emma Mcguire,53,No,Travel_Rarely,Research & Development,13,2,Medical,250,4,Female,4,Manufacturing Director,1,Divorced,4450,1,No,3,3,2,3,3,4,1,671,
Allison Clark,33,No,Travel_Rarely,Research & Development,14,3,Medical,252,4,Female,3,Research Scientist,2,Married,2756,1,No,3,4,1,5,3,8,1,1786,
Angela Cochran,40,No,Travel_Rarely,Research & Development,4,1,Medical,253,4,Female,3,Manager,3,Married,19033,1,No,3,2,1,2,3,20,9,374,
Ethan Scott,55,No,Travel_Rarely,Research & Development,14,4,Medical,254,3,Male,4,Research Director,2,Single,18722,8,No,3,4,0,3,3,24,2,1215,
Jacob Kim,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,256,4,Male,2,Manufacturing Director,3,Married,9547,1,No,3,3,0,2,2,10,1,1866,2021-11-27
Elizabeth Pearson,51,No,Travel_Rarely,Research & Development,3,3,Medical,258,4,Female,3,Healthcare Representative,2,Single,13734,3,No,3,3,0,6,3,7,1,1201,
Eric Guerrero,52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,259,3,Male,2,Manager,3,Married,19999,0,No,3,1,1,5,3,33,11,32,
Monica Rodriguez,27,No,Travel_Rarely,Research & Development,9,3,Medical,260,4,Female,3,Research Scientist,2,Single,2279,1,No,3,4,0,2,2,7,0,1307,
Kenneth Parks,35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,261,2,Male,2,Manufacturing Director,3,Married,5916,3,Yes,3,1,0,1,3,1,0,569,2021-01-06
Christopher Solomon,43,No,Non-Travel,Research & Development,7,3,Medical,262,4,Male,4,Research Scientist,4,Divorced,2089,4,No,3,4,3,3,4,5,2,1116,
Steven Cunningham,45,No,Non-Travel,Research & Development,2,2,Medical,264,1,Male,2,Manager,4,Married,16792,9,No,4,4,1,1,3,20,11,84,
Ryan Mason,37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,267,2,Male,4,Research Scientist,1,Married,3564,1,Yes,3,1,1,3,2,8,1,264,
Monica Cruz,35,No,Travel_Frequently,Research & Development,2,3,Medical,269,2,Female,3,Laboratory Technician,2,Single,4425,5,No,3,4,0,5,3,6,1,671,
Nicole Juarez,42,No,Non-Travel,Research & Development,21,2,Medical,270,3,Female,3,Manufacturing Director,3,Divorced,5265,2,No,3,2,1,5,3,5,0,2031,
Jack Hardy,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,271,4,Male,3,Manufacturing Director,3,Married,6553,9,No,3,2,0,3,3,1,0,1900,
Ronald Taylor,38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,273,4,Male,3,Manufacturing Director,4,Married,6261,3,No,3,1,1,3,1,7,1,549,
Jason Brooks,27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,274,3,Male,2,Manufacturing Director,1,Married,4298,5,No,3,3,1,1,3,2,2,444,
Jason Smith,49,No,Non-Travel,Research & Development,18,4,Life Sciences,275,4,Male,3,Manufacturing Director,4,Divorced,6804,1,Yes,3,1,2,0,3,7,1,199,
Jacob Lamb,34,No,Travel_Frequently,Research & Development,10,4,Medical,277,4,Male,3,Research Scientist,3,Divorced,3815,1,Yes,3,4,1,4,4,5,2,444,
George Davis,40,No,Travel_Rarely,Research & Development,19,2,Medical,281,3,Male,3,Laboratory Technician,4,Married,2741,8,Yes,3,3,1,2,4,7,3,1288,
Aaron Rangel,38,Yes,Travel_Rarely,Research & Development,29,1,Medical,282,2,Male,3,Healthcare Representative,1,Married,6673,7,Yes,3,2,0,2,3,1,0,253,2023-05-11
Amber Murillo,29,Yes,Travel_Rarely,Sales,27,3,Marketing,283,2,Female,3,Sales Executive,4,Married,7639,1,No,4,4,3,3,2,10,1,327,2023-03-28
John Martinez,22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,284,4,Male,4,Research Scientist,2,Divorced,2328,1,Yes,3,1,1,2,2,4,2,1665,
Michelle Moss,36,No,Travel_Frequently,Research & Development,18,1,Medical,286,2,Female,3,Laboratory Technician,4,Single,2153,1,No,3,1,0,2,3,8,1,1116,
Jonathan Martin,40,No,Non-Travel,Research & Development,9,5,Life Sciences,287,4,Male,2,Healthcare Representative,4,Married,4876,9,No,3,4,1,5,1,3,0,2022,
Erik Joseph,46,No,Travel_Rarely,Research & Development,1,4,Medical,288,4,Male,3,Healthcare Representative,1,Divorced,9396,7,No,3,3,1,3,3,4,0,226,
Luis Estrada,32,Yes,Travel_Rarely,Sales,4,4,Medical,291,4,Male,1,Sales Executive,4,Married,10400,1,No,3,3,0,2,2,14,9,1740,2023-11-13
Carlos Martin,30,Yes,Non-Travel,Research & Development,1,1,Life Sciences,292,3,Male,2,Manufacturing Director,3,Single,8474,1,No,4,3,0,2,3,11,5,1866,2023-12-21
Tiffany Harrison,27,No,Travel_Frequently,Sales,20,3,Life Sciences,293,4,Female,3,Sales Executive,3,Single,9981,1,No,3,4,0,2,3,7,0,410,
Danny Jackson,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,296,2,Male,2,Research Director,2,Married,12490,5,No,3,4,2,5,1,10,4,319,
Laura Wells,30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,297,4,Female,3,Research Scientist,1,Single,2657,5,Yes,3,3,0,5,3,5,0,1516,2019-12-17
Cindy Perez,41,No,Travel_Rarely,Sales,6,3,Life Sciences,298,4,Female,3,Manager,4,Single,13591,3,Yes,3,3,0,3,3,1,0,1578,
Angela Ryan,30,Yes,Travel_Frequently,Sales,26,4,Marketing,299,3,Female,2,Sales Executive,1,Single,6696,5,No,3,3,0,5,2,6,0,1824,2023-07-15
Christopher Russell,29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,300,3,Male,3,Research Scientist,3,Single,2058,0,No,3,4,0,1,2,6,1,374,2023-06-10
Rebecca Ward,45,No,Non-Travel,Sales,6,3,Medical,302,4,Female,2,Sales Executive,4,Single,8865,6,No,3,4,0,2,3,19,12,851,
Carolyn Pittman,54,No,Travel_Rarely,Sales,3,3,Marketing,303,4,Female,3,Sales Executive,1,Married,5940,2,No,3,4,1,4,3,6,0,1676,
Jesus Novak,36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,304,4,Male,3,Laboratory Technician,2,Single,5914,8,No,3,4,0,3,4,13,3,1307,
Joyce Barber,33,No,Travel_Rarely,Research & Development,4,4,Medical,305,3,Female,2,Research Scientist,2,Married,2622,6,No,4,4,0,3,3,3,1,905,
Charles Cook,37,No,Travel_Frequently,Research & Development,11,3,Other,306,2,Male,3,Research Director,4,Divorced,12185,1,Yes,3,3,3,1,3,10,0,428,
Zachary Romero,38,No,Travel_Rarely,Sales,3,3,Life Sciences,307,1,Male,3,Sales Executive,3,Divorced,10609,0,No,3,3,2,6,2,16,5,1740,
Glenn Spencer,31,No,Non-Travel,Research & Development,1,4,Medical,308,3,Male,1,Manufacturing Director,3,Married,4345,0,No,3,4,1,2,3,5,1,1786,
Roberto Foley,59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,309,3,Male,2,Research Scientist,4,Married,2177,3,No,3,1,1,6,3,1,0,1665,
Keith Shepherd,37,No,Travel_Frequently,Sales,4,4,Marketing,311,1,Male,3,Sales Representative,4,Divorced,2793,4,No,3,3,1,2,3,9,5,597,
Paula Henderson,29,No,Travel_Frequently,Sales,1,1,Medical,312,2,Female,3,Sales Executive,4,Married,7918,1,No,3,4,1,5,3,11,4,1029,
Kayla Weaver,35,No,Travel_Frequently,Sales,1,3,Marketing,314,3,Female,3,Sales Executive,3,Single,8789,1,No,3,1,0,3,4,10,0,1267,
Carlos Cruz,29,Yes,Travel_Rarely,Research & Development,18,1,Medical,315,3,Male,2,Research Scientist,4,Single,2389,1,Yes,3,3,0,3,2,4,0,1516,2019-01-05
Leslie Gonzalez,52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,316,3,Female,2,Laboratory Technician,4,Single,3212,7,No,3,2,0,3,2,2,2,1336,
Christopher Lara,42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,319,3,Male,3,Manager,4,Married,19232,1,No,3,4,0,3,3,22,11,671,
Bryan Davenport,59,No,Travel_Rarely,Human Resources,6,2,Medical,321,2,Male,3,Human Resources,3,Married,2267,8,No,3,4,0,2,2,2,2,1408,
Alexis Tran,50,No,Travel_Rarely,Sales,1,4,Medical,323,4,Female,3,Manager,4,Divorced,19517,3,No,3,3,1,3,2,7,0,1676,
Tyler Powell,33,Yes,Travel_Rarely,Research & Development,14,3,Medical,325,3,Male,3,Laboratory Technician,4,Married,2436,5,Yes,3,3,1,2,1,5,0,976,2023-10-02
Melissa Walker,43,No,Travel_Rarely,Sales,16,3,Marketing,327,4,Female,3,Manager,4,Married,16064,5,Yes,4,3,1,3,3,17,1,363,
Tracey Powell,33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,328,1,Female,3,Laboratory Technician,1,Married,2707,7,No,4,1,0,3,4,9,1,444,2021-05-15
Kenneth Farley,52,No,Non-Travel,Sales,2,4,Life Sciences,329,1,Male,2,Manager,3,Single,19068,1,Yes,3,4,0,2,4,33,15,625,
Michelle Kirk,32,No,Travel_Rarely,Sales,4,2,Life Sciences,330,3,Female,3,Sales Representative,2,Married,3931,2,No,3,1,1,5,3,4,1,323,
Keith Dominguez,32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,331,4,Male,2,Laboratory Technician,3,Single,3730,0,Yes,3,4,0,2,1,3,1,582,2021-08-20
Dawn Ward,39,No,Travel_Rarely,Research & Development,1,4,Medical,332,3,Female,3,Laboratory Technician,3,Divorced,2232,7,No,3,3,3,1,3,3,1,84,
Ralph Bishop,32,No,Non-Travel,Sales,26,4,Marketing,333,3,Male,3,Sales Executive,4,Married,4465,0,No,3,1,0,2,3,3,2,1824,
Daniel Moore,41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,334,3,Male,3,Research Scientist,1,Divorced,3072,2,No,3,1,2,2,2,1,0,429,
Ian Allen,40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,335,1,Male,3,Research Scientist,4,Divorced,3319,1,No,3,1,2,3,3,9,4,1306,
Miguel Olson,45,No,Travel_Rarely,Research & Development,1,3,Other,336,3,Male,4,Manager,4,Married,19202,0,No,3,3,1,2,3,24,1,429,
Seth Ruiz,31,No,Travel_Frequently,Research & Development,3,4,Medical,337,2,Male,3,Research Director,3,Divorced,13675,9,No,3,1,1,3,3,2,2,32,
Kimberly Lopez,33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,338,3,Female,2,Research Scientist,4,Married,2911,1,No,3,3,1,2,2,2,0,226,
Joseph Scott,34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,339,4,Male,2,Manufacturing Director,1,Married,5957,6,No,3,2,1,3,3,11,5,1644,
Vickie Clarke,37,No,Travel_Rarely,Research & Development,1,2,Medical,340,3,Female,2,Research Scientist,1,Married,3920,2,No,3,1,1,2,2,3,0,1334,
Anthony Andrews,45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,341,1,Male,4,Manufacturing Director,3,Married,6434,4,No,3,4,1,1,3,3,0,199,
Bryan Delgado,37,Yes,Travel_Frequently,Research & Development,10,3,Medical,342,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,3,2,2,5,3,1,0,429,2021-05-07
Jordan Parker,39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,343,3,Female,3,Healthcare Representative,3,Single,10938,0,No,4,4,0,1,3,19,11,226,
Jason Conner,29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,346,3,Male,3,Research Scientist,4,Single,2340,1,No,3,1,0,1,3,6,1,153,
Ashley Mitchell,42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,347,4,Female,4,Research Scientist,1,Single,6545,3,Yes,3,3,0,1,3,3,0,582,
Douglas Santiago,29,No,Travel_Rarely,Sales,20,2,Marketing,349,4,Male,3,Sales Executive,4,Divorced,6931,2,No,3,4,1,2,3,3,0,323,
Tamara Joyce,25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,350,1,Female,3,Manufacturing Director,3,Married,4898,0,No,3,4,2,3,3,4,1,1191,
Cheryl Howard,42,No,Travel_Rarely,Research & Development,2,3,Medical,351,4,Female,2,Laboratory Technician,1,Divorced,2593,0,Yes,3,3,1,4,3,9,7,444,
Wayne Grimes,40,No,Travel_Rarely,Research & Development,2,2,Medical,352,1,Male,3,Research Director,3,Divorced,19436,0,No,3,4,1,5,3,21,3,531,
Austin Cooper,51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,353,3,Male,3,Research Scientist,4,Married,2723,1,No,3,2,0,0,2,1,0,1516,
Mark Savage,31,Yes,Travel_Frequently,Research & Development,29,2,Medical,355,3,Male,2,Laboratory Technician,2,Single,3479,0,No,3,2,0,2,4,5,1,1116,2019-06-14
Cody Walker,32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,359,2,Male,4,Laboratory Technician,2,Married,2794,1,No,4,3,0,3,1,5,0,428,
Michael Simpson,38,No,Non-Travel,Sales,2,2,Life Sciences,361,4,Male,2,Sales Executive,4,Married,5249,3,No,3,4,1,0,3,8,7,1740,
Ryan Oneill,32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,362,4,Male,2,Laboratory Technician,1,Single,2176,4,No,3,4,0,5,3,6,0,319,
Dawn Beltran,46,No,Travel_Rarely,Sales,2,3,Technical Degree,363,3,Female,1,Manager,2,Married,16872,3,Yes,3,2,1,2,2,7,7,1938,
Curtis Whitney,28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,364,1,Male,3,Laboratory Technician,3,Single,3485,2,No,3,3,0,5,1,0,0,1288,2023-11-22
Jay Gordon,29,No,Travel_Rarely,Sales,2,3,Medical,366,1,Male,2,Sales Executive,2,Married,6644,2,No,3,2,2,2,3,0,0,1578,
John Dunn,31,No,Travel_Rarely,Research & Development,23,3,Medical,367,2,Male,2,Healthcare Representative,4,Married,5582,0,No,4,2,1,2,3,9,7,444,
William Brown,25,No,Non-Travel,Research & Development,5,2,Life Sciences,369,2,Male,4,Healthcare Representative,1,Divorced,4000,1,No,3,4,2,2,3,6,1,1892,
James Preston,45,No,Travel_Rarely,Research & Development,20,2,Medical,372,3,Male,3,Healthcare Representative,4,Married,13496,0,Yes,3,2,0,2,3,20,4,1109,
Thomas Smith,36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,373,4,Male,3,Laboratory Technician,4,Married,3210,0,No,3,3,1,4,3,15,10,1900,
Jeffrey Huang,55,No,Travel_Rarely,Research & Development,1,3,Medical,374,4,Male,3,Manager,1,Single,19045,0,Yes,3,3,0,2,3,36,4,820,
Jeremy Meadows,47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,376,1,Male,3,Manager,2,Married,11849,1,Yes,3,4,1,2,2,10,9,381,2021-09-22
Andrew Reed,28,No,Travel_Rarely,Research & Development,9,3,Medical,377,4,Male,3,Research Scientist,4,Married,2070,1,No,4,4,1,3,2,5,0,259,
James Smith,37,No,Travel_Rarely,Sales,6,4,Medical,378,3,Male,3,Sales Executive,4,Married,6502,4,No,3,2,1,5,4,5,0,329,
Brandon Bush,21,No,Travel_Rarely,Research & Development,3,2,Medical,379,4,Male,2,Research Scientist,3,Single,3230,1,No,3,1,0,4,4,3,1,1516,
Lori Valentine,37,No,Non-Travel,Research & Development,1,4,Medical,380,1,Female,3,Research Director,4,Divorced,13603,2,Yes,3,1,2,2,3,5,0,905,
Karina Black,35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,381,2,Female,4,Manager,2,Divorced,11996,7,No,3,2,1,6,2,7,6,664,
Donna Cruz,38,No,Travel_Rarely,Sales,7,2,Medical,382,1,Female,4,Sales Executive,1,Divorced,5605,1,Yes,4,3,1,3,3,8,7,1280,
Veronica Price,26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,384,3,Female,3,Manufacturing Director,2,Divorced,6397,1,No,4,1,1,6,1,6,1,820,
Wayne Bush,50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,385,1,Male,3,Research Director,2,Divorced,19144,3,No,3,1,2,4,2,10,1,1074,
Richard Bradford,53,No,Travel_Rarely,Research & Development,3,4,Medical,386,3,Male,3,Research Director,3,Married,17584,3,Yes,3,4,3,5,2,5,1,1665,
John Rowland,42,No,Travel_Rarely,Sales,1,1,Life Sciences,387,2,Male,3,Sales Executive,3,Married,4907,1,No,4,3,0,3,3,20,11,298,
Glenn Webster,29,No,Travel_Frequently,Sales,2,2,Life Sciences,388,2,Male,3,Sales Executive,4,Single,4554,1,No,3,1,0,3,2,10,0,329,
Austin Smith,55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,389,2,Male,3,Laboratory Technician,4,Married,5415,3,Yes,3,4,1,4,3,10,0,199,
Jonathan Flores,26,No,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,3,Healthcare Representative,1,Married,4741,1,Yes,3,3,1,3,3,5,3,809,
Madison Young,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,391,4,Female,3,Research Scientist,4,Single,2115,1,No,3,2,0,3,3,17,5,1665,
Justin Jordan,44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Yes,4,4,1,0,1,1,0,582,2023-04-13
Joseph Snyder,38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,393,4,Male,3,Healthcare Representative,4,Divorced,5745,9,No,3,2,1,2,3,2,1,1900,
Stephen Blankenship,26,Yes,Travel_Rarely,Research & Development,16,4,Medical,394,1,Male,3,Laboratory Technician,2,Divorced,2373,2,Yes,3,4,1,2,3,3,0,259,2018-01-07
Kristen Moore,28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,3,Research Scientist,4,Single,3310,1,No,4,4,0,3,3,5,0,444,
Desiree Neal,49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,396,3,Female,3,Research Director,1,Single,18665,9,Yes,3,4,0,4,3,3,1,381,
Thomas Mcpherson,36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,3,Research Scientist,2,Single,4485,4,No,3,4,0,2,3,8,7,381,
Amy Turner,31,No,Travel_Frequently,Sales,5,3,Marketing,399,4,Female,3,Sales Representative,2,Divorced,2789,1,No,3,3,1,5,2,2,2,1740,
Joseph Patrick,26,Yes,Travel_Rarely,Sales,4,4,Marketing,401,4,Male,2,Sales Executive,4,Single,5828,1,Yes,3,2,0,0,3,8,7,1282,2023-04-25
Jeffrey Hicks,37,No,Travel_Frequently,Research & Development,9,3,Medical,403,2,Male,3,Research Scientist,4,Married,2326,1,Yes,3,3,3,3,2,4,1,319,
Vicki Juarez,42,No,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,3,Sales Executive,2,Married,13525,5,No,3,4,1,2,4,20,4,1280,
Frank Clark,18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,405,3,Male,3,Laboratory Technician,3,Single,1420,1,No,3,3,0,2,3,0,0,376,2023-05-10
Dean Bailey,35,No,Travel_Rarely,Sales,16,3,Marketing,406,3,Male,3,Sales Executive,2,Married,8020,0,No,3,3,2,3,2,11,6,981,
Kirk Arnold,36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,407,3,Male,4,Laboratory Technician,4,Married,3688,4,No,3,4,2,2,3,1,0,1074,
Robert Hernandez,51,No,Travel_Rarely,Research & Development,2,3,Medical,408,4,Male,1,Manufacturing Director,2,Divorced,5482,5,No,3,4,1,3,3,4,1,444,
Nathan Davis,41,No,Travel_Rarely,Sales,2,4,Life Sciences,410,4,Male,3,Manager,2,Single,16015,1,No,3,2,0,2,3,22,0,323,
Stephanie Ford,18,No,Travel_Rarely,Sales,10,3,Medical,411,4,Female,2,Sales Representative,3,Single,1200,1,No,3,1,0,2,3,0,0,1282,
Gabriel Watts,28,No,Travel_Rarely,Research & Development,16,2,Medical,412,2,Male,4,Healthcare Representative,1,Single,5661,0,No,3,3,0,2,3,8,0,1900,
Derrick Rivera,31,No,Travel_Rarely,Sales,7,3,Technical Degree,416,2,Male,4,Sales Executive,4,Married,6929,4,No,3,2,1,3,2,8,7,1824,
Michael Thomas,39,No,Travel_Rarely,Research & Development,1,3,Medical,417,3,Male,4,Healthcare Representative,4,Divorced,9613,0,No,3,1,3,5,2,18,3,259,
Savannah Williams,36,No,Non-Travel,Research & Development,24,4,Life Sciences,419,2,Female,3,Laboratory Technician,2,Married,5674,7,No,3,3,1,3,3,9,0,199,
Kyle Keith,32,No,Travel_Rarely,Sales,7,3,Life Sciences,420,4,Male,2,Sales Executive,3,Married,5484,1,No,3,3,1,3,2,13,4,1740,
Lauren Vazquez,38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,421,1,Female,2,Research Director,2,Married,12061,3,No,3,3,1,2,3,10,0,2031,
Timothy Smith,58,No,Non-Travel,Research & Development,1,4,Life Sciences,422,4,Male,1,Healthcare Representative,3,Divorced,5660,2,Yes,3,4,1,2,3,5,1,32,
Todd Spencer,31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,423,3,Male,3,Research Scientist,4,Married,4821,0,Yes,3,3,1,4,3,5,0,253,
Eric Henderson,31,No,Travel_Rarely,Human Resources,2,3,Human Resources,424,1,Male,2,Human Resources,1,Married,6410,3,No,3,4,0,1,3,2,1,731,
Andrew Smith,45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,425,1,Male,3,Laboratory Technician,1,Divorced,5210,1,No,3,1,1,2,3,24,9,374,
James Cole,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,426,3,Male,3,Research Scientist,4,Divorced,2695,0,Yes,3,2,1,2,1,2,2,820,
